filename,crop_path,class_name,label,width,height,xmin,ymin,xmax,ymax,split
002581.jpg,cropped/002581.jpg,malignant,1,718,500,206,0,392,150,train
002582.jpg,cropped/002582.jpg,malignant,1,718,500,315,73,398,181,train
002583.jpg,cropped/002583.jpg,malignant,1,718,500,298,73,376,188,train
002584.jpg,cropped/002584.jpg,malignant,1,718,500,472,131,572,248,train
002585.jpg,cropped/002585.jpg,malignant,1,718,500,279,97,360,213,train
002586.jpg,cropped/002586.jpg,malignant,1,718,500,386,89,503,230,test
002587.jpg,cropped/002587.jpg,malignant,1,718,500,242,99,352,240,train
002588.jpg,cropped/002588.jpg,benign,0,498,429,174,161,370,298,train
002589.jpg,cropped/002589.jpg,benign,0,718,500,282,78,674,231,val
002590.jpg,cropped/002590.jpg,benign,0,718,500,265,162,319,225,train
002591.jpg,cropped/002591.jpg,malignant,1,718,500,223,268,317,365,val
002592.jpg,cropped/002592.jpg,malignant,1,718,500,260,232,343,313,train
002593.jpg,cropped/002593.jpg,malignant,1,718,500,288,113,470,314,train
002594.jpg,cropped/002594.jpg,malignant,1,718,500,349,101,545,273,train
002595.jpg,cropped/002595.jpg,malignant,1,718,500,71,126,256,266,test
002596.jpg,cropped/002596.jpg,malignant,1,718,500,321,72,482,198,train
002597.jpg,cropped/002597.jpg,malignant,1,718,500,210,137,304,219,train
002598.jpg,cropped/002598.jpg,malignant,1,718,500,206,27,382,249,train
002599.jpg,cropped/002599.jpg,malignant,1,718,500,203,44,414,276,train
002600.jpg,cropped/002600.jpg,malignant,1,718,500,309,95,433,245,val
002601.jpg,cropped/002601.jpg,malignant,1,718,500,226,85,335,210,test
002602.jpg,cropped/002602.jpg,malignant,1,718,500,199,81,323,230,train
002603.jpg,cropped/002603.jpg,malignant,1,718,500,279,100,406,227,train
002604.jpg,cropped/002604.jpg,malignant,1,718,500,445,116,621,205,train
002605.jpg,cropped/002605.jpg,malignant,1,718,500,313,128,431,232,train
002606.jpg,cropped/002606.jpg,benign,0,718,500,426,216,639,339,train
002607.jpg,cropped/002607.jpg,malignant,1,718,500,138,148,294,351,val
002608.jpg,cropped/002608.jpg,malignant,1,718,500,266,81,436,213,train
002609.jpg,cropped/002609.jpg,malignant,1,718,500,165,69,343,199,train
002610.jpg,cropped/002610.jpg,malignant,1,718,500,185,115,295,250,train
002611.jpg,cropped/002611.jpg,malignant,1,818,628,258,90,612,317,train
002612.jpg,cropped/002612.jpg,malignant,1,718,500,180,153,351,330,test
002613.jpg,cropped/002613.jpg,malignant,1,718,500,269,138,444,348,train
002614.jpg,cropped/002614.jpg,malignant,1,718,500,329,151,465,322,train
002615.jpg,cropped/002615.jpg,malignant,1,718,500,244,80,534,362,test
002616.jpg,cropped/002616.jpg,malignant,1,718,500,264,121,512,383,train
002617.jpg,cropped/002617.jpg,malignant,1,718,500,256,42,454,188,test
002618.jpg,cropped/002618.jpg,malignant,1,718,500,252,38,438,178,train
002619.jpg,cropped/002619.jpg,malignant,1,718,500,202,29,313,102,train
002620.jpg,cropped/002620.jpg,malignant,1,718,500,250,36,364,137,train
002621.jpg,cropped/002621.jpg,malignant,1,718,500,257,38,366,122,train
002622.jpg,cropped/002622.jpg,malignant,1,718,500,228,42,329,125,train
002623.jpg,cropped/002623.jpg,malignant,1,718,500,263,42,362,124,val
002624.jpg,cropped/002624.jpg,malignant,1,718,500,280,80,391,177,train
002625.jpg,cropped/002625.jpg,malignant,1,718,500,289,83,377,180,test
002626.jpg,cropped/002626.jpg,malignant,1,718,500,344,98,438,202,train
002627.jpg,cropped/002627.jpg,malignant,1,718,500,340,100,447,208,train
002628.jpg,cropped/002628.jpg,malignant,1,718,500,334,107,433,200,train
002629.jpg,cropped/002629.jpg,malignant,1,718,500,0,14,654,471,train
002630.jpg,cropped/002630.jpg,malignant,1,718,500,14,14,531,476,test
002631.jpg,cropped/002631.jpg,malignant,1,718,500,327,99,494,240,train
002632.jpg,cropped/002632.jpg,malignant,1,718,500,259,110,395,277,train
002633.jpg,cropped/002633.jpg,malignant,1,818,628,327,184,486,335,train
002634.jpg,cropped/002634.jpg,malignant,1,818,628,407,99,491,225,train
002635.jpg,cropped/002635.jpg,malignant,1,818,628,271,110,379,234,train
002636.jpg,cropped/002636.jpg,malignant,1,718,500,301,165,364,241,test
002637.jpg,cropped/002637.jpg,malignant,1,718,500,220,128,284,209,train
002638.jpg,cropped/002638.jpg,malignant,1,718,500,266,153,486,320,train
002639.jpg,cropped/002639.jpg,malignant,1,718,500,159,180,343,324,test
002640.jpg,cropped/002640.jpg,malignant,1,718,500,230,104,519,307,train
002641.jpg,cropped/002641.jpg,malignant,1,718,500,466,112,547,209,test
002642.jpg,cropped/002642.jpg,malignant,1,718,500,267,33,463,257,train
002643.jpg,cropped/002643.jpg,malignant,1,718,500,154,9,388,267,train
002644.jpg,cropped/002644.jpg,malignant,1,718,500,207,16,394,246,test
002645.jpg,cropped/002645.jpg,malignant,1,718,500,7,52,694,357,test
002646.jpg,cropped/002646.jpg,malignant,1,718,500,66,17,634,331,test
002647.jpg,cropped/002647.jpg,malignant,1,718,500,268,17,521,386,test
002648.jpg,cropped/002648.jpg,malignant,1,818,628,297,172,420,295,test
002649.jpg,cropped/002649.jpg,malignant,1,818,628,354,169,512,354,train
002650.jpg,cropped/002650.jpg,malignant,1,818,628,328,166,458,273,train
002651.jpg,cropped/002651.jpg,malignant,1,718,500,333,89,479,285,test
002652.jpg,cropped/002652.jpg,malignant,1,718,500,277,77,448,280,train
002653.jpg,cropped/002653.jpg,malignant,1,718,500,251,38,482,188,train
002654.jpg,cropped/002654.jpg,malignant,1,718,500,195,53,414,188,train
002655.jpg,cropped/002655.jpg,malignant,1,718,500,231,59,540,254,train
002656.jpg,cropped/002656.jpg,malignant,1,718,500,279,53,570,249,train
002657.jpg,cropped/002657.jpg,malignant,1,718,500,260,199,341,303,train
002658.jpg,cropped/002658.jpg,malignant,1,718,500,150,166,278,254,train
002659.jpg,cropped/002659.jpg,malignant,1,718,500,321,168,388,243,train
002660.jpg,cropped/002660.jpg,malignant,1,718,500,286,155,380,247,val
002661.jpg,cropped/002661.jpg,benign,0,718,500,331,114,371,156,train
002662.jpg,cropped/002662.jpg,malignant,1,718,500,287,16,492,257,val
002663.jpg,cropped/002663.jpg,malignant,1,718,500,282,47,462,274,train
002664.jpg,cropped/002664.jpg,malignant,1,718,500,277,23,463,260,train
002665.jpg,cropped/002665.jpg,malignant,1,718,500,183,61,334,188,train
002666.jpg,cropped/002666.jpg,malignant,1,718,500,157,57,327,207,train
002667.jpg,cropped/002667.jpg,malignant,1,718,500,343,134,453,254,train
002668.jpg,cropped/002668.jpg,malignant,1,718,500,369,89,499,198,train
002669.jpg,cropped/002669.jpg,malignant,1,718,500,398,97,532,197,train
002670.jpg,cropped/002670.jpg,malignant,1,718,500,284,103,437,227,train
002671.jpg,cropped/002671.jpg,malignant,1,818,628,320,204,402,313,train
002672.jpg,cropped/002672.jpg,malignant,1,498,429,154,110,324,325,train
002673.jpg,cropped/002673.jpg,malignant,1,439,368,114,80,302,238,test
002674.jpg,cropped/002674.jpg,malignant,1,718,500,321,30,550,222,train
002675.jpg,cropped/002675.jpg,malignant,1,718,500,202,29,553,330,train
002676.jpg,cropped/002676.jpg,malignant,1,718,500,231,58,477,304,train
002677.jpg,cropped/002677.jpg,malignant,1,718,500,278,126,415,241,train
002678.jpg,cropped/002678.jpg,malignant,1,718,500,247,71,609,308,test
002679.jpg,cropped/002679.jpg,malignant,1,718,500,248,60,545,284,train
002680.jpg,cropped/002680.jpg,malignant,1,718,500,178,80,644,398,train
002681.jpg,cropped/002681.jpg,benign,0,718,500,199,88,556,240,train
002682.jpg,cropped/002682.jpg,malignant,1,818,628,220,62,478,374,train
002683.jpg,cropped/002683.jpg,malignant,1,818,628,221,38,561,334,train
002684.jpg,cropped/002684.jpg,malignant,1,818,628,167,43,501,336,train
002685.jpg,cropped/002685.jpg,benign,0,718,500,198,77,559,236,train
002686.jpg,cropped/002686.jpg,malignant,1,718,500,270,79,394,202,test
002687.jpg,cropped/002687.jpg,malignant,1,718,500,406,97,521,201,train
002688.jpg,cropped/002688.jpg,malignant,1,718,500,175,86,299,203,train
002689.jpg,cropped/002689.jpg,malignant,1,718,500,183,95,285,176,val
002690.jpg,cropped/002690.jpg,malignant,1,718,500,193,104,278,172,train
002691.jpg,cropped/002691.jpg,malignant,1,718,500,204,76,305,176,train
002692.jpg,cropped/002692.jpg,malignant,1,718,500,318,82,426,183,train
002693.jpg,cropped/002693.jpg,malignant,1,718,500,211,73,407,274,train
002694.jpg,cropped/002694.jpg,malignant,1,718,500,311,82,495,275,train
002695.jpg,cropped/002695.jpg,malignant,1,718,500,268,125,376,224,train
002696.jpg,cropped/002696.jpg,malignant,1,718,500,270,120,377,202,train
002697.jpg,cropped/002697.jpg,malignant,1,718,500,270,94,363,213,val
002698.jpg,cropped/002698.jpg,malignant,1,718,500,322,152,455,267,val
002699.jpg,cropped/002699.jpg,malignant,1,818,628,153,150,377,283,train
002700.jpg,cropped/002700.jpg,malignant,1,818,628,131,150,365,309,train
002701.jpg,cropped/002701.jpg,malignant,1,718,500,313,169,430,331,test
002702.jpg,cropped/002702.jpg,malignant,1,718,500,331,141,494,337,train
002703.jpg,cropped/002703.jpg,malignant,1,718,500,337,153,493,340,train
002704.jpg,cropped/002704.jpg,malignant,1,718,500,192,127,352,330,train
002705.jpg,cropped/002705.jpg,malignant,1,818,628,350,155,442,257,train
002706.jpg,cropped/002706.jpg,malignant,1,818,628,260,154,406,246,test
002707.jpg,cropped/002707.jpg,malignant,1,718,500,216,93,298,181,train
002708.jpg,cropped/002708.jpg,malignant,1,718,500,205,82,268,149,train
002709.jpg,cropped/002709.jpg,malignant,1,718,500,112,72,488,301,test
002710.jpg,cropped/002710.jpg,malignant,1,718,500,304,90,372,152,test
002711.jpg,cropped/002711.jpg,malignant,1,818,628,290,44,565,397,train
002712.jpg,cropped/002712.jpg,malignant,1,718,500,291,83,545,296,train
002713.jpg,cropped/002713.jpg,malignant,1,718,500,204,89,329,235,train
002714.jpg,cropped/002714.jpg,malignant,1,718,500,148,12,377,234,test
002715.jpg,cropped/002715.jpg,malignant,1,718,500,252,5,467,235,train
002716.jpg,cropped/002716.jpg,malignant,1,718,500,349,89,529,209,train
002717.jpg,cropped/002717.jpg,malignant,1,718,500,317,85,487,230,train
002718.jpg,cropped/002718.jpg,malignant,1,718,500,331,51,431,152,val
002719.jpg,cropped/002719.jpg,malignant,1,718,500,236,24,336,91,train
002720.jpg,cropped/002720.jpg,malignant,1,718,500,243,110,435,287,val
002721.jpg,cropped/002721.jpg,malignant,1,718,500,458,136,546,233,val
002722.jpg,cropped/002722.jpg,malignant,1,718,500,351,108,533,288,train
002723.jpg,cropped/002723.jpg,malignant,1,718,500,256,13,459,200,train
002724.jpg,cropped/002724.jpg,malignant,1,718,500,198,55,410,218,train
002725.jpg,cropped/002725.jpg,malignant,1,439,368,111,69,345,253,train
002726.jpg,cropped/002726.jpg,malignant,1,439,368,107,82,347,242,train
002727.jpg,cropped/002727.jpg,malignant,1,718,500,228,117,363,234,train
002728.jpg,cropped/002728.jpg,malignant,1,718,500,436,164,577,308,train
002729.jpg,cropped/002729.jpg,benign,0,718,500,184,135,267,201,train
002730.jpg,cropped/002730.jpg,malignant,1,818,628,318,134,537,336,val
002731.jpg,cropped/002731.jpg,malignant,1,818,628,265,83,506,278,train
002732.jpg,cropped/002732.jpg,malignant,1,818,628,212,260,436,461,train
002733.jpg,cropped/002733.jpg,malignant,1,718,500,128,87,368,282,train
002734.jpg,cropped/002734.jpg,malignant,1,718,500,174,69,415,283,train
002735.jpg,cropped/002735.jpg,malignant,1,718,500,193,43,337,206,test
002736.jpg,cropped/002736.jpg,malignant,1,718,500,271,45,450,208,test
002737.jpg,cropped/002737.jpg,malignant,1,718,500,280,58,452,178,train
002738.jpg,cropped/002738.jpg,malignant,1,718,500,160,100,320,216,test
002739.jpg,cropped/002739.jpg,malignant,1,718,500,342,64,446,201,train
002740.jpg,cropped/002740.jpg,malignant,1,718,500,372,61,471,175,test
002741.jpg,cropped/002741.jpg,malignant,1,718,500,323,52,457,175,train
002742.jpg,cropped/002742.jpg,malignant,1,718,500,293,118,470,253,train
002743.jpg,cropped/002743.jpg,malignant,1,718,500,299,105,417,289,train
002744.jpg,cropped/002744.jpg,malignant,1,718,500,59,0,429,316,train
002745.jpg,cropped/002745.jpg,malignant,1,718,500,98,14,569,356,train
002746.jpg,cropped/002746.jpg,malignant,1,718,500,287,107,378,233,train
002747.jpg,cropped/002747.jpg,malignant,1,718,500,443,223,568,325,train
002748.jpg,cropped/002748.jpg,malignant,1,718,500,350,68,477,158,test
002749.jpg,cropped/002749.jpg,malignant,1,718,500,113,89,202,183,train
002750.jpg,cropped/002750.jpg,malignant,1,718,500,99,46,345,190,train
002751.jpg,cropped/002751.jpg,malignant,1,718,500,112,55,370,192,train
002752.jpg,cropped/002752.jpg,malignant,1,718,500,17,52,317,213,train
002753.jpg,cropped/002753.jpg,malignant,1,718,500,263,50,465,235,train
002754.jpg,cropped/002754.jpg,malignant,1,718,500,188,51,419,231,train
002755.jpg,cropped/002755.jpg,malignant,1,718,500,248,112,381,214,train
002756.jpg,cropped/002756.jpg,malignant,1,718,500,305,100,439,224,train
002757.jpg,cropped/002757.jpg,malignant,1,498,429,155,168,263,270,val
002758.jpg,cropped/002758.jpg,benign,0,718,500,436,139,581,233,train
002759.jpg,cropped/002759.jpg,malignant,1,718,500,258,186,342,283,train
002760.jpg,cropped/002760.jpg,malignant,1,718,500,316,168,478,305,train
002761.jpg,cropped/002761.jpg,malignant,1,718,500,367,178,486,304,train
002762.jpg,cropped/002762.jpg,malignant,1,718,500,275,138,523,317,train
002763.jpg,cropped/002763.jpg,malignant,1,718,500,276,94,368,187,test
002764.jpg,cropped/002764.jpg,malignant,1,718,500,318,84,426,218,train
002765.jpg,cropped/002765.jpg,benign,0,818,628,235,150,316,222,train
002766.jpg,cropped/002766.jpg,benign,0,718,500,34,8,630,356,train
002767.jpg,cropped/002767.jpg,malignant,1,718,500,475,61,538,151,train
002768.jpg,cropped/002768.jpg,malignant,1,718,500,173,59,498,304,train
002769.jpg,cropped/002769.jpg,benign,0,718,500,72,58,511,410,val
002770.jpg,cropped/002770.jpg,benign,0,718,500,56,73,657,400,train
002771.jpg,cropped/002771.jpg,malignant,1,718,500,258,112,466,263,train
002772.jpg,cropped/002772.jpg,malignant,1,718,500,172,33,510,262,test
002773.jpg,cropped/002773.jpg,malignant,1,718,500,178,224,312,326,val
002774.jpg,cropped/002774.jpg,malignant,1,718,500,131,195,275,328,val
002775.jpg,cropped/002775.jpg,malignant,1,718,500,261,49,432,237,train
002776.jpg,cropped/002776.jpg,malignant,1,718,500,256,51,414,231,train
002777.jpg,cropped/002777.jpg,malignant,1,718,500,167,130,346,284,train
002778.jpg,cropped/002778.jpg,malignant,1,718,500,291,77,450,222,train
002779.jpg,cropped/002779.jpg,malignant,1,718,500,66,42,590,478,train
002780.jpg,cropped/002780.jpg,malignant,1,718,500,128,51,607,500,train
002781.jpg,cropped/002781.jpg,malignant,1,718,500,75,94,442,343,train
002782.jpg,cropped/002782.jpg,malignant,1,718,500,47,111,511,356,train
002783.jpg,cropped/002783.jpg,malignant,1,718,500,149,32,569,324,train
002784.jpg,cropped/002784.jpg,malignant,1,718,500,245,127,519,428,train
002785.jpg,cropped/002785.jpg,malignant,1,718,500,122,121,429,435,val
002786.jpg,cropped/002786.jpg,malignant,1,718,500,191,249,422,472,val
002787.jpg,cropped/002787.jpg,malignant,1,439,368,143,118,232,238,train
002788.jpg,cropped/002788.jpg,malignant,1,466,349,236,23,371,165,train
002789.jpg,cropped/002789.jpg,malignant,1,818,628,232,82,438,206,train
002790.jpg,cropped/002790.jpg,malignant,1,818,628,301,67,437,193,train
002791.jpg,cropped/002791.jpg,benign,0,718,500,9,66,611,398,train
002792.jpg,cropped/002792.jpg,benign,0,718,500,178,141,245,188,train
002793.jpg,cropped/002793.jpg,malignant,1,718,500,243,79,627,327,test
002794.jpg,cropped/002794.jpg,malignant,1,718,500,298,141,442,291,train
002795.jpg,cropped/002795.jpg,malignant,1,718,500,317,142,447,285,train
002796.jpg,cropped/002796.jpg,malignant,1,718,500,112,121,204,237,train
002797.jpg,cropped/002797.jpg,malignant,1,718,500,165,141,310,308,test
002798.jpg,cropped/002798.jpg,malignant,1,718,500,295,135,444,224,train
002799.jpg,cropped/002799.jpg,malignant,1,718,500,223,146,358,244,train
002800.jpg,cropped/002800.jpg,malignant,1,718,500,155,153,316,247,train
002801.jpg,cropped/002801.jpg,malignant,1,718,500,217,73,454,330,test
002802.jpg,cropped/002802.jpg,malignant,1,718,500,256,112,452,305,train
002803.jpg,cropped/002803.jpg,malignant,1,718,500,303,72,497,338,train
002804.jpg,cropped/002804.jpg,malignant,1,718,500,203,98,423,291,train
002805.jpg,cropped/002805.jpg,malignant,1,718,500,259,62,454,318,train
002806.jpg,cropped/002806.jpg,malignant,1,818,628,304,157,526,407,train
002807.jpg,cropped/002807.jpg,malignant,1,818,628,257,152,489,391,train
002808.jpg,cropped/002808.jpg,malignant,1,818,628,274,142,548,389,train
002809.jpg,cropped/002809.jpg,malignant,1,818,628,289,156,526,366,test
002810.jpg,cropped/002810.jpg,malignant,1,718,500,287,214,519,348,train
002811.jpg,cropped/002811.jpg,malignant,1,718,500,169,172,424,340,train
002812.jpg,cropped/002812.jpg,malignant,1,718,500,253,226,528,427,train
002813.jpg,cropped/002813.jpg,malignant,1,718,500,238,105,332,203,train
002814.jpg,cropped/002814.jpg,malignant,1,718,500,440,94,560,193,test
002815.jpg,cropped/002815.jpg,malignant,1,718,500,242,105,349,198,train
002816.jpg,cropped/002816.jpg,malignant,1,718,500,129,82,385,222,train
002817.jpg,cropped/002817.jpg,malignant,1,718,500,184,52,457,221,train
002818.jpg,cropped/002818.jpg,malignant,1,718,500,137,80,391,231,train
002819.jpg,cropped/002819.jpg,malignant,1,718,500,283,238,376,388,train
002820.jpg,cropped/002820.jpg,malignant,1,718,500,227,76,523,279,train
002821.jpg,cropped/002821.jpg,malignant,1,718,500,334,45,705,327,test
002822.jpg,cropped/002822.jpg,malignant,1,718,500,173,19,518,309,train
002823.jpg,cropped/002823.jpg,malignant,1,718,500,168,51,473,213,train
002824.jpg,cropped/002824.jpg,malignant,1,718,500,173,94,367,271,train
002825.jpg,cropped/002825.jpg,malignant,1,718,500,169,60,432,245,train
002826.jpg,cropped/002826.jpg,malignant,1,439,368,207,103,311,219,train
002827.jpg,cropped/002827.jpg,malignant,1,439,368,224,121,322,229,train
002828.jpg,cropped/002828.jpg,malignant,1,718,500,232,124,487,354,train
002829.jpg,cropped/002829.jpg,malignant,1,718,500,189,0,621,500,test
002830.jpg,cropped/002830.jpg,malignant,1,818,628,200,121,437,324,train
002831.jpg,cropped/002831.jpg,malignant,1,818,628,242,106,515,328,val
002832.jpg,cropped/002832.jpg,malignant,1,718,500,100,139,198,228,train
002833.jpg,cropped/002833.jpg,malignant,1,718,500,259,130,359,231,test
002834.jpg,cropped/002834.jpg,malignant,1,718,500,349,170,448,286,train
002835.jpg,cropped/002835.jpg,malignant,1,718,500,325,175,466,289,test
002836.jpg,cropped/002836.jpg,malignant,1,718,500,344,144,494,284,train
002837.jpg,cropped/002837.jpg,malignant,1,718,500,205,141,400,284,train
002838.jpg,cropped/002838.jpg,malignant,1,718,500,311,70,584,239,train
002839.jpg,cropped/002839.jpg,malignant,1,718,500,234,85,492,234,train
002840.jpg,cropped/002840.jpg,malignant,1,718,500,181,66,582,304,train
002841.jpg,cropped/002841.jpg,malignant,1,718,500,117,77,249,201,test
002842.jpg,cropped/002842.jpg,malignant,1,718,500,219,43,586,446,train
002843.jpg,cropped/002843.jpg,malignant,1,439,368,196,66,305,155,train
002844.jpg,cropped/002844.jpg,malignant,1,439,368,165,55,306,149,train
002845.jpg,cropped/002845.jpg,malignant,1,439,368,222,101,424,247,train
002846.jpg,cropped/002846.jpg,malignant,1,718,500,290,116,436,208,train
002847.jpg,cropped/002847.jpg,malignant,1,718,500,211,71,360,172,train
002848.jpg,cropped/002848.jpg,malignant,1,718,500,321,88,475,218,train
002849.jpg,cropped/002849.jpg,malignant,1,718,500,279,103,367,210,val
002850.jpg,cropped/002850.jpg,malignant,1,718,500,482,116,589,207,train
002851.jpg,cropped/002851.jpg,malignant,1,718,500,91,111,228,220,val
002852.jpg,cropped/002852.jpg,malignant,1,718,500,304,186,480,303,val
002853.jpg,cropped/002853.jpg,malignant,1,718,500,271,135,464,239,train
002854.jpg,cropped/002854.jpg,benign,0,718,500,413,209,480,256,train
002855.jpg,cropped/002855.jpg,benign,0,718,500,405,138,442,179,train
002856.jpg,cropped/002856.jpg,benign,0,718,500,210,135,415,280,train
002857.jpg,cropped/002857.jpg,benign,0,718,500,208,103,439,238,val
002858.jpg,cropped/002858.jpg,benign,0,718,500,87,65,611,452,train
002859.jpg,cropped/002859.jpg,benign,0,718,500,9,29,718,476,train
002860.jpg,cropped/002860.jpg,benign,0,718,500,17,27,713,475,test
002861.jpg,cropped/002861.jpg,benign,0,718,500,324,119,428,185,train
002862.jpg,cropped/002862.jpg,benign,0,718,500,326,194,415,261,train
002863.jpg,cropped/002863.jpg,benign,0,818,628,239,193,469,345,test
002864.jpg,cropped/002864.jpg,benign,0,718,500,369,115,483,179,test
002865.jpg,cropped/002865.jpg,benign,0,718,500,280,227,407,305,test
002866.jpg,cropped/002866.jpg,benign,0,718,500,217,245,269,282,test
002867.jpg,cropped/002867.jpg,benign,0,718,500,259,166,365,257,train
002868.jpg,cropped/002868.jpg,benign,0,818,628,220,178,474,366,test
002869.jpg,cropped/002869.jpg,benign,0,718,500,332,123,477,222,test
002870.jpg,cropped/002870.jpg,benign,0,718,500,194,165,262,224,val
002871.jpg,cropped/002871.jpg,benign,0,718,500,439,111,579,205,train
002872.jpg,cropped/002872.jpg,benign,0,718,500,442,103,596,235,val
002873.jpg,cropped/002873.jpg,benign,0,718,500,67,96,156,152,train
002874.jpg,cropped/002874.jpg,benign,0,718,500,511,212,568,270,train
002875.jpg,cropped/002875.jpg,benign,0,718,500,302,127,377,181,val
002876.jpg,cropped/002876.jpg,benign,0,718,500,278,117,319,163,train
002877.jpg,cropped/002877.jpg,benign,0,718,500,226,204,299,251,train
002878.jpg,cropped/002878.jpg,benign,0,718,500,234,128,299,186,train
002879.jpg,cropped/002879.jpg,benign,0,718,500,501,169,577,217,train
002880.jpg,cropped/002880.jpg,benign,0,718,500,420,162,472,211,train
002881.jpg,cropped/002881.jpg,benign,0,718,500,453,140,542,189,test
002882.jpg,cropped/002882.jpg,benign,0,718,500,345,247,400,304,val
002883.jpg,cropped/002883.jpg,benign,0,718,500,357,218,451,270,val
002884.jpg,cropped/002884.jpg,benign,0,718,500,330,274,396,352,test
002885.jpg,cropped/002885.jpg,benign,0,718,500,365,252,437,308,train
002886.jpg,cropped/002886.jpg,benign,0,718,500,521,170,583,229,train
002887.jpg,cropped/002887.jpg,benign,0,718,500,521,177,609,234,train
002888.jpg,cropped/002888.jpg,benign,0,718,500,257,167,340,238,train
002889.jpg,cropped/002889.jpg,benign,0,718,500,256,58,448,203,train
002890.jpg,cropped/002890.jpg,benign,0,718,500,448,216,540,283,test
002891.jpg,cropped/002891.jpg,benign,0,718,500,512,139,559,171,train
002892.jpg,cropped/002892.jpg,benign,0,718,500,171,78,364,214,train
002893.jpg,cropped/002893.jpg,benign,0,718,500,280,89,415,154,train
002894.jpg,cropped/002894.jpg,benign,0,718,500,207,217,279,269,train
002895.jpg,cropped/002895.jpg,benign,0,718,500,308,261,462,342,train
002896.jpg,cropped/002896.jpg,benign,0,718,500,327,90,556,320,train
002897.jpg,cropped/002897.jpg,benign,0,718,500,247,128,319,212,train
002898.jpg,cropped/002898.jpg,benign,0,718,500,293,19,479,154,train
002899.jpg,cropped/002899.jpg,benign,0,718,500,340,113,621,279,train
002900.jpg,cropped/002900.jpg,benign,0,718,500,261,108,351,157,val
002901.jpg,cropped/002901.jpg,benign,0,818,628,458,275,558,355,train
002902.jpg,cropped/002902.jpg,benign,0,718,500,227,107,295,152,train
002903.jpg,cropped/002903.jpg,benign,0,718,500,121,128,197,202,train
002904.jpg,cropped/002904.jpg,benign,0,718,500,279,248,502,384,test
002905.jpg,cropped/002905.jpg,benign,0,718,500,266,118,451,226,val
002906.jpg,cropped/002906.jpg,benign,0,718,500,242,133,580,283,train
002907.jpg,cropped/002907.jpg,benign,0,718,500,42,142,194,224,train
002908.jpg,cropped/002908.jpg,benign,0,718,500,240,149,312,205,train
002909.jpg,cropped/002909.jpg,benign,0,718,500,317,151,478,241,train
002910.jpg,cropped/002910.jpg,benign,0,718,500,223,85,410,200,train
002911.jpg,cropped/002911.jpg,benign,0,498,429,328,111,442,194,train
002912.jpg,cropped/002912.jpg,benign,0,718,500,189,133,317,215,train
002913.jpg,cropped/002913.jpg,benign,0,718,500,184,124,307,214,val
002914.jpg,cropped/002914.jpg,benign,0,718,500,273,261,396,341,train
002915.jpg,cropped/002915.jpg,benign,0,718,500,345,138,444,205,train
002916.jpg,cropped/002916.jpg,benign,0,718,500,305,134,440,215,train
002917.jpg,cropped/002917.jpg,benign,0,718,500,365,142,420,183,train
002918.jpg,cropped/002918.jpg,benign,0,718,500,361,123,424,191,train
002919.jpg,cropped/002919.jpg,benign,0,718,500,186,160,243,205,train
002920.jpg,cropped/002920.jpg,benign,0,718,500,121,158,177,210,train
002921.jpg,cropped/002921.jpg,benign,0,718,500,233,42,677,306,test
002922.jpg,cropped/002922.jpg,benign,0,498,429,142,157,200,205,train
002923.jpg,cropped/002923.jpg,benign,0,818,628,515,220,612,278,test
002924.jpg,cropped/002924.jpg,benign,0,718,500,308,202,363,235,train
002925.jpg,cropped/002925.jpg,benign,0,718,500,370,90,436,158,test
002926.jpg,cropped/002926.jpg,benign,0,818,628,318,170,415,226,test
002927.jpg,cropped/002927.jpg,benign,0,718,500,370,126,532,216,train
002928.jpg,cropped/002928.jpg,benign,0,818,628,242,181,287,217,test
002929.jpg,cropped/002929.jpg,benign,0,718,500,235,106,516,283,test
002930.jpg,cropped/002930.jpg,benign,0,718,500,474,152,672,301,test
002931.jpg,cropped/002931.jpg,benign,0,718,500,435,217,525,269,train
002932.jpg,cropped/002932.jpg,benign,0,718,500,476,340,560,416,train
002933.jpg,cropped/002933.jpg,benign,0,498,429,261,149,350,217,train
002934.jpg,cropped/002934.jpg,benign,0,718,500,475,168,555,233,test
002935.jpg,cropped/002935.jpg,benign,0,818,628,425,126,509,183,train
002936.jpg,cropped/002936.jpg,benign,0,718,500,441,101,559,185,train
002937.jpg,cropped/002937.jpg,benign,0,718,500,373,186,540,311,test
002938.jpg,cropped/002938.jpg,benign,0,718,500,242,56,462,198,train
002939.jpg,cropped/002939.jpg,benign,0,718,500,198,153,290,235,train
002940.jpg,cropped/002940.jpg,benign,0,718,500,272,132,344,221,train
002941.jpg,cropped/002941.jpg,benign,0,718,500,177,90,397,276,train
002942.jpg,cropped/002942.jpg,benign,0,718,500,331,130,489,234,train
002943.jpg,cropped/002943.jpg,benign,0,718,500,186,232,348,381,train
002944.jpg,cropped/002944.jpg,benign,0,718,500,228,105,304,138,train
002945.jpg,cropped/002945.jpg,benign,0,439,368,95,46,400,292,train
002946.jpg,cropped/002946.jpg,benign,0,718,500,146,90,205,149,train
002947.jpg,cropped/002947.jpg,benign,0,818,628,22,72,694,325,test
002948.jpg,cropped/002948.jpg,benign,0,818,628,394,189,509,290,train
002949.jpg,cropped/002949.jpg,benign,0,718,500,199,104,281,158,train
002950.jpg,cropped/002950.jpg,benign,0,439,368,77,39,428,250,train
